"flow_id","flow_name","flow_owner_user_name","job_id","job_name","output_table_list","job_conetent"
"1011","ods_ec_order_di","zhengyong","10011","ods_ec_order_di","tmp_ec.tmp_ods_ec_order_di,ods_ec.ods_ec_order_di","-- =========================================================================
-- **创建人: zhengyong zhengyong@ecommerce.com
-- **创建时间: 2023-05-26
-- **代码描述: ODS层order原始数据接入
-- **涉及需求: 电商数仓自动化建设
-- **维护人: zhengyong zhengyong@ecommerce.com
-- **修改历史:
-- **
-- ===================META BEGIN=============================================
-- **依赖表列表:
-- **
-- ** kafka_stream.kafka_order_log
-- **OUTPUT TABLE:
-- **
-- ** ods_ec.ods_ec_order_di
-- **
-- ===================META END===============================================

SET hive.exec.dynamic.partition=true;
SET hive.exec.dynamic.partition.mode=nonstrict;

INSERT OVERWRITE TABLE ods_ec.ods_ec_order_di
PARTITION (dt = '${dt}')
SELECT *
FROM kafka_stream.kafka_order_log
WHERE dt = '${dt}'
  AND id IS NOT NULL;
"
"1012","ods_ec_pay_di","sunhui","10012","ods_ec_pay_di","tmp_ec.tmp_ods_ec_pay_di,ods_ec.ods_ec_pay_di","-- =========================================================================
-- **创建人: sunhui sunhui@ecommerce.com
-- **创建时间: 2023-01-27
-- **代码描述: ODS层pay原始数据接入
-- **涉及需求: 电商数仓自动化建设
-- **维护人: sunhui sunhui@ecommerce.com
-- **修改历史:
-- **
-- ===================META BEGIN=============================================
-- **依赖表列表:
-- **
-- ** kafka_stream.kafka_pay_log
-- **OUTPUT TABLE:
-- **
-- ** ods_ec.ods_ec_pay_di
-- **
-- ===================META END===============================================

SET hive.exec.dynamic.partition=true;
SET hive.exec.dynamic.partition.mode=nonstrict;

INSERT OVERWRITE TABLE ods_ec.ods_ec_pay_di
PARTITION (dt = '${dt}')
SELECT *
FROM kafka_stream.kafka_pay_log
WHERE dt = '${dt}'
  AND id IS NOT NULL;
"
"1013","ods_ec_user_di","zhengyong","10013","ods_ec_user_di","tmp_ec.tmp_ods_ec_user_di,ods_ec.ods_ec_user_di","-- =========================================================================
-- **创建人: zhengyong zhengyong@ecommerce.com
-- **创建时间: 2022-06-18
-- **代码描述: ODS层user原始数据接入
-- **涉及需求: 电商数仓自动化建设
-- **维护人: zhengyong zhengyong@ecommerce.com
-- **修改历史:
-- **
-- ===================META BEGIN=============================================
-- **依赖表列表:
-- **
-- ** kafka_stream.kafka_user_log
-- **OUTPUT TABLE:
-- **
-- ** ods_ec.ods_ec_user_di
-- **
-- ===================META END===============================================

SET hive.exec.dynamic.partition=true;
SET hive.exec.dynamic.partition.mode=nonstrict;

INSERT OVERWRITE TABLE ods_ec.ods_ec_user_di
PARTITION (dt = '${dt}')
SELECT *
FROM kafka_stream.kafka_user_log
WHERE dt = '${dt}'
  AND id IS NOT NULL;
"
"1014","ods_ec_product_di","luxia","10014","ods_ec_product_di","tmp_ec.tmp_ods_ec_product_di,ods_ec.ods_ec_product_di","-- =========================================================================
-- **创建人: luxia luxia@ecommerce.com
-- **创建时间: 2022-01-23
-- **代码描述: ODS层product原始数据接入
-- **涉及需求: 电商数仓自动化建设
-- **维护人: luxia luxia@ecommerce.com
-- **修改历史:
-- **
-- ===================META BEGIN=============================================
-- **依赖表列表:
-- **
-- ** kafka_stream.kafka_product_log
-- **OUTPUT TABLE:
-- **
-- ** ods_ec.ods_ec_product_di
-- **
-- ===================META END===============================================

SET hive.exec.dynamic.partition=true;
SET hive.exec.dynamic.partition.mode=nonstrict;

INSERT OVERWRITE TABLE ods_ec.ods_ec_product_di
PARTITION (dt = '${dt}')
SELECT *
FROM kafka_stream.kafka_product_log
WHERE dt = '${dt}'
  AND id IS NOT NULL;
"
"1015","ods_ec_cart_di","zhangwei","10015","ods_ec_cart_di","tmp_ec.tmp_ods_ec_cart_di,ods_ec.ods_ec_cart_di","-- =========================================================================
-- **创建人: zhangwei zhangwei@ecommerce.com
-- **创建时间: 2023-07-22
-- **代码描述: ODS层cart原始数据接入
-- **涉及需求: 电商数仓自动化建设
-- **维护人: zhangwei zhangwei@ecommerce.com
-- **修改历史:
-- **
-- ===================META BEGIN=============================================
-- **依赖表列表:
-- **
-- ** kafka_stream.kafka_cart_log
-- **OUTPUT TABLE:
-- **
-- ** ods_ec.ods_ec_cart_di
-- **
-- ===================META END===============================================

SET hive.exec.dynamic.partition=true;
SET hive.exec.dynamic.partition.mode=nonstrict;

INSERT OVERWRITE TABLE ods_ec.ods_ec_cart_di
PARTITION (dt = '${dt}')
SELECT *
FROM kafka_stream.kafka_cart_log
WHERE dt = '${dt}'
  AND id IS NOT NULL;
"
"1016","ods_ec_coupon_di","zhoujing","10016","ods_ec_coupon_di","tmp_ec.tmp_ods_ec_coupon_di,ods_ec.ods_ec_coupon_di","-- =========================================================================
-- **创建人: zhoujing zhoujing@ecommerce.com
-- **创建时间: 2021-04-10
-- **代码描述: ODS层coupon原始数据接入
-- **涉及需求: 电商数仓自动化建设
-- **维护人: zhoujing zhoujing@ecommerce.com
-- **修改历史:
-- **
-- ===================META BEGIN=============================================
-- **依赖表列表:
-- **
-- ** kafka_stream.kafka_coupon_log
-- **OUTPUT TABLE:
-- **
-- ** ods_ec.ods_ec_coupon_di
-- **
-- ===================META END===============================================

SET hive.exec.dynamic.partition=true;
SET hive.exec.dynamic.partition.mode=nonstrict;

INSERT OVERWRITE TABLE ods_ec.ods_ec_coupon_di
PARTITION (dt = '${dt}')
SELECT *
FROM kafka_stream.kafka_coupon_log
WHERE dt = '${dt}'
  AND id IS NOT NULL;
"
"1017","ods_ec_logistics_di","songbo","10017","ods_ec_logistics_di","tmp_ec.tmp_ods_ec_logistics_di,ods_ec.ods_ec_logistics_di","-- =========================================================================
-- **创建人: songbo songbo@ecommerce.com
-- **创建时间: 2023-01-12
-- **代码描述: ODS层logistics原始数据接入
-- **涉及需求: 电商数仓自动化建设
-- **维护人: songbo songbo@ecommerce.com
-- **修改历史:
-- **
-- ===================META BEGIN=============================================
-- **依赖表列表:
-- **
-- ** kafka_stream.kafka_logistics_log
-- **OUTPUT TABLE:
-- **
-- ** ods_ec.ods_ec_logistics_di
-- **
-- ===================META END===============================================

SET hive.exec.dynamic.partition=true;
SET hive.exec.dynamic.partition.mode=nonstrict;

INSERT OVERWRITE TABLE ods_ec.ods_ec_logistics_di
PARTITION (dt = '${dt}')
SELECT *
FROM kafka_stream.kafka_logistics_log
WHERE dt = '${dt}'
  AND id IS NOT NULL;
"
"1018","ods_ec_refund_di","zhangwei","10018","ods_ec_refund_di","tmp_ec.tmp_ods_ec_refund_di,ods_ec.ods_ec_refund_di","-- =========================================================================
-- **创建人: zhangwei zhangwei@ecommerce.com
-- **创建时间: 2022-05-15
-- **代码描述: ODS层refund原始数据接入
-- **涉及需求: 电商数仓自动化建设
-- **维护人: zhangwei zhangwei@ecommerce.com
-- **修改历史:
-- **
-- ===================META BEGIN=============================================
-- **依赖表列表:
-- **
-- ** kafka_stream.kafka_refund_log
-- **OUTPUT TABLE:
-- **
-- ** ods_ec.ods_ec_refund_di
-- **
-- ===================META END===============================================

SET hive.exec.dynamic.partition=true;
SET hive.exec.dynamic.partition.mode=nonstrict;

INSERT OVERWRITE TABLE ods_ec.ods_ec_refund_di
PARTITION (dt = '${dt}')
SELECT *
FROM kafka_stream.kafka_refund_log
WHERE dt = '${dt}'
  AND id IS NOT NULL;
"
"1019","ods_ec_review_di","sunhui","10019","ods_ec_review_di","tmp_ec.tmp_ods_ec_review_di,ods_ec.ods_ec_review_di","-- =========================================================================
-- **创建人: sunhui sunhui@ecommerce.com
-- **创建时间: 2023-12-19
-- **代码描述: ODS层review原始数据接入
-- **涉及需求: 电商数仓自动化建设
-- **维护人: sunhui sunhui@ecommerce.com
-- **修改历史:
-- **
-- ===================META BEGIN=============================================
-- **依赖表列表:
-- **
-- ** kafka_stream.kafka_review_log
-- **OUTPUT TABLE:
-- **
-- ** ods_ec.ods_ec_review_di
-- **
-- ===================META END===============================================

SET hive.exec.dynamic.partition=true;
SET hive.exec.dynamic.partition.mode=nonstrict;

INSERT OVERWRITE TABLE ods_ec.ods_ec_review_di
PARTITION (dt = '${dt}')
SELECT *
FROM kafka_stream.kafka_review_log
WHERE dt = '${dt}'
  AND id IS NOT NULL;
"
"1020","ods_ec_search_di","luxia","10020","ods_ec_search_di","tmp_ec.tmp_ods_ec_search_di,ods_ec.ods_ec_search_di","-- =========================================================================
-- **创建人: luxia luxia@ecommerce.com
-- **创建时间: 2021-12-27
-- **代码描述: ODS层search原始数据接入
-- **涉及需求: 电商数仓自动化建设
-- **维护人: luxia luxia@ecommerce.com
-- **修改历史:
-- **
-- ===================META BEGIN=============================================
-- **依赖表列表:
-- **
-- ** kafka_stream.kafka_search_log
-- **OUTPUT TABLE:
-- **
-- ** ods_ec.ods_ec_search_di
-- **
-- ===================META END===============================================

SET hive.exec.dynamic.partition=true;
SET hive.exec.dynamic.partition.mode=nonstrict;

INSERT OVERWRITE TABLE ods_ec.ods_ec_search_di
PARTITION (dt = '${dt}')
SELECT *
FROM kafka_stream.kafka_search_log
WHERE dt = '${dt}'
  AND id IS NOT NULL;
"
"1021","ods_ec_ad_click_di","jiangchao","10021","ods_ec_ad_click_di","tmp_ec.tmp_ods_ec_ad_click_di,ods_ec.ods_ec_ad_click_di","-- =========================================================================
-- **创建人: jiangchao jiangchao@ecommerce.com
-- **创建时间: 2022-06-23
-- **代码描述: ODS层ad_click原始数据接入
-- **涉及需求: 电商数仓自动化建设
-- **维护人: jiangchao jiangchao@ecommerce.com
-- **修改历史:
-- **
-- ===================META BEGIN=============================================
-- **依赖表列表:
-- **
-- ** kafka_stream.kafka_ad_click_log
-- **OUTPUT TABLE:
-- **
-- ** ods_ec.ods_ec_ad_click_di
-- **
-- ===================META END===============================================

SET hive.exec.dynamic.partition=true;
SET hive.exec.dynamic.partition.mode=nonstrict;

INSERT OVERWRITE TABLE ods_ec.ods_ec_ad_click_di
PARTITION (dt = '${dt}')
SELECT *
FROM kafka_stream.kafka_ad_click_log
WHERE dt = '${dt}'
  AND id IS NOT NULL;
"
"1022","ods_ec_ad_impression_di","dongna","10022","ods_ec_ad_impression_di","tmp_ec.tmp_ods_ec_ad_impression_di,ods_ec.ods_ec_ad_impression_di","-- =========================================================================
-- **创建人: dongna dongna@ecommerce.com
-- **创建时间: 2023-05-21
-- **代码描述: ODS层ad_impression原始数据接入
-- **涉及需求: 电商数仓自动化建设
-- **维护人: dongna dongna@ecommerce.com
-- **修改历史:
-- **
-- ===================META BEGIN=============================================
-- **依赖表列表:
-- **
-- ** kafka_stream.kafka_ad_impression_log
-- **OUTPUT TABLE:
-- **
-- ** ods_ec.ods_ec_ad_impression_di
-- **
-- ===================META END===============================================

SET hive.exec.dynamic.partition=true;
SET hive.exec.dynamic.partition.mode=nonstrict;

INSERT OVERWRITE TABLE ods_ec.ods_ec_ad_impression_di
PARTITION (dt = '${dt}')
SELECT *
FROM kafka_stream.kafka_ad_impression_log
WHERE dt = '${dt}'
  AND id IS NOT NULL;
"
"1023","ods_ec_activity_di","zhoujing","10023","ods_ec_activity_di","tmp_ec.tmp_ods_ec_activity_di,ods_ec.ods_ec_activity_di","-- =========================================================================
-- **创建人: zhoujing zhoujing@ecommerce.com
-- **创建时间: 2023-01-20
-- **代码描述: ODS层activity原始数据接入
-- **涉及需求: 电商数仓自动化建设
-- **维护人: zhoujing zhoujing@ecommerce.com
-- **修改历史:
-- **
-- ===================META BEGIN=============================================
-- **依赖表列表:
-- **
-- ** kafka_stream.kafka_activity_log
-- **OUTPUT TABLE:
-- **
-- ** ods_ec.ods_ec_activity_di
-- **
-- ===================META END===============================================

SET hive.exec.dynamic.partition=true;
SET hive.exec.dynamic.partition.mode=nonstrict;

INSERT OVERWRITE TABLE ods_ec.ods_ec_activity_di
PARTITION (dt = '${dt}')
SELECT *
FROM kafka_stream.kafka_activity_log
WHERE dt = '${dt}'
  AND id IS NOT NULL;
"
"1024","ods_ec_flash_sale_di","tangfei","10024","ods_ec_flash_sale_di","tmp_ec.tmp_ods_ec_flash_sale_di,ods_ec.ods_ec_flash_sale_di","-- =========================================================================
-- **创建人: tangfei tangfei@ecommerce.com
-- **创建时间: 2021-03-15
-- **代码描述: ODS层flash_sale原始数据接入
-- **涉及需求: 电商数仓自动化建设
-- **维护人: tangfei tangfei@ecommerce.com
-- **修改历史:
-- **
-- ===================META BEGIN=============================================
-- **依赖表列表:
-- **
-- ** kafka_stream.kafka_flash_sale_log
-- **OUTPUT TABLE:
-- **
-- ** ods_ec.ods_ec_flash_sale_di
-- **
-- ===================META END===============================================

SET hive.exec.dynamic.partition=true;
SET hive.exec.dynamic.partition.mode=nonstrict;

INSERT OVERWRITE TABLE ods_ec.ods_ec_flash_sale_di
PARTITION (dt = '${dt}')
SELECT *
FROM kafka_stream.kafka_flash_sale_log
WHERE dt = '${dt}'
  AND id IS NOT NULL;
"
